Price,Close,High,Low,Open,Volume,returns,return_squared,Regime_new,Regime_label
2015-02-02,8797.400390625,8840.7998046875,8751.099609375,8802.5,210100,-0.0013063506955069547,1.7065521396515043e-06,1,Bear
2015-02-03,8756.5498046875,8837.2998046875,8726.650390625,8823.150390625,208700,-0.004654298232220474,2.166249203445063e-05,1,Bear
2015-02-04,8723.7001953125,8792.849609375,8704.400390625,8789.150390625,195300,-0.0037584872121479928,1.4126226123879991e-05,1,Bear
2015-02-05,8711.7001953125,8838.4501953125,8683.650390625,8733.099609375,173600,-0.0013765100457609084,1.8947799060806981e-06,1,Bear
2015-02-06,8661.0498046875,8726.2001953125,8645.5498046875,8696.849609375,171300,-0.005831032408607971,3.400093895023648e-05,1,Bear
2015-02-09,8526.349609375,8605.5498046875,8516.349609375,8584.400390625,146800,-0.015674617197285398,0.00024569362428143515,2,HighVol
2015-02-10,8565.5498046875,8646.25,8470.5,8478.099609375,196200,0.004586999150377187,2.1040561205561035e-05,0,Bull
2015-02-11,8627.400390625,8651.9501953125,8593.650390625,8603.2998046875,161600,0.007194908616778425,5.176671000379243e-05,0,Bull
2015-02-12,8711.5498046875,8732.5498046875,8599.25,8676.9501953125,158800,0.009706478627223793,9.421572734075229e-05,0,Bull
2015-02-13,8805.5,8822.099609375,8729.650390625,8741.5,221900,0.010726817268910518,0.00011506460872059691,0,Bull
2015-02-16,8809.349609375,8870.099609375,8793.400390625,8831.400390625,136400,0.0004370868354434235,1.9104490171794636e-07,1,Bear
2015-02-18,8869.099609375,8894.2998046875,8808.900390625,8811.5498046875,147600,0.006759668427262326,4.569311724652713e-05,0,Bull
